"FRAME_ID"	"CHEBI_ID"	"CHEBI_NAME"	"SYNONYMS"	"SMILES"	"NAMES"	"DBLINKS"
"1-L-MYO-INOSITOL-1-P"	"CHEBI:18297"	"1D-myo-inositol 1-phosphate"	"1-L-myo-inositol-1-p$L-myo-inositol 1-phosphate$inositol 1-phosphate$myo-inositol 1-phosphate$1D-myo-inositol 3-phosphate$Ins(3)P1$1D-myo-inositol 3-monophosphate$myo-inositol 1-monophosphate$Ins3P$1L-myo-inositol 1-phosphate$myo-inositol phosphate"	"C1(C(C(C(C(C1O)O)O)O)O)OP(=O)(O)[O-]"	"D-myo-inositol (3)-monophosphate$1-L-myo-inositol-1-p$L-myo-inositol 1-phosphate$inositol 1-phosphate$myo-inositol 1-phosphate$1D-myo-inositol 3-phosphate$Ins(3)P1$1D-myo-inositol 3-monophosphate$myo-inositol 1-monophosphate$Ins3P$1L-myo-inositol 1-phosphate$myo-inositol phosphate"	""
"UNDECAPRENYL-P"	"CHEBI:27193"	"undecaprenyl phosphate"	""	"CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(O)(O)=O)C)C)C)C)C)C)C)C)C)C)C"	"undecaprenyl phosphate"	"(LIGAND-CPD ""C00348"" NIL |kr| 3346617701 NIL NIL)"
"OCTAPRENYL-DIPHOSPHATE"	"CHEBI:53045"	"octaprenyl diphosphate"	"farnesylfarnesylgeranyl-PP$octaprenyl pyrophosphate$OPP$farnesylfarnesylgeraniol$all-trans-octaprenyl diphosphate"	"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O"	"octaprenyl diphosphate$farnesylfarnesylgeranyl-PP$octaprenyl pyrophosphate$OPP$farnesylfarnesylgeraniol$all-trans-octaprenyl diphosphate"	"(LIGAND-CPD ""C04146"" NIL |kr| 3345594407 NIL NIL)"
"GERANYLGERANYL-PP"	"CHEBI:15831"	"geranylgeranyl diphosphate"	"all-trans-geranyl-geranyl-pp$geranylgeranyl-PP$GGPP"	"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O"	"geranylgeranyl diphosphate$all-trans-geranyl-geranyl-pp$geranylgeranyl-PP$GGPP"	""
"CPD0-1028"	"CHEBI:15831"	"geranylgeranyl diphosphate"	""	"CC(=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O)C"	"2-cis,6-trans,10-trans-geranylgeranyl diphosphate"	""
"UNDECAPRENYL-DIPHOSPHATE"	"CHEBI:53042"	"undecaprenyl diphosphate"	"undecaprenyl-PP$bactoprenyl pyrophosphate$undecaprenyl pyrophosphate$UPP$di-trans,poly-cis-undecaprenyl diphosphate"	"CC(=CCOP(OP(O)(O)=O)(O)=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(CCC=C(CCC=C(C)C)C)C"	"undecaprenyl diphosphate$undecaprenyl-PP$bactoprenyl pyrophosphate$undecaprenyl pyrophosphate$UPP$di-trans,poly-cis-undecaprenyl diphosphate$cis,trans-polyisoprenyln+1-PP"	"(LIGAND-CPD ""C03543"" NIL |kr| 3346617699 NIL NIL)"
"CERAMIDE"	"CHEBI:17761"	"ceramide"	"an N-acylsphingosine"	"CCCCCCCCCCCCCC=CC(C(CO)NC(=O)[R])O"	"a ceramide$an N-acylsphingosine"	"(LIGAND-CPD ""C00195"" NIL |qwan| 3371397798 NIL NIL)"
"GLUCOSYL_CERAMIDE"	"CHEBI:36500"	"glucosylceramide"	"D-Glucosyl-N-acylsphingosine"	"C1(C(C(C(C(O1)CO)O)O)O)OCC(C(C=CCCCCCCCCCCCCC)O)NC(=O)[R]"	"glucosylceramide$D-Glucosyl-N-acylsphingosine"	""
"CPD-649"	"CHEBI:16893"	"sphinganine 1-phosphate"	"Dihydrosphingosine 1-phosphate$Sphinganine 1-phosphate$DHS-1-P"	"C(C(N)C(O)CCCCCCCCCCCCCCC)OP(O)(O)=O"	"sphinganine 1-phosphate$Dihydrosphingosine 1-phosphate$Sphinganine 1-phosphate$DHS-1-P"	""
"CPD-8157"	"CHEBI:73001"	"1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine"	"1-16:0-2-18:1-phosphatidylcholine$1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine"	"C(OC(=O)CCCCCCCCCCCCCCC)C(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C"	"16:0-18:1-PC$1-16:0-2-18:1-phosphatidylcholine$1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine"	"(PUBCHEM ""5282288"" NIL |Tom Walk| 3370105665 NIL NIL)"
"CPD-8158"	"CHEBI:73002"	"1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine"	"1-16:0-2-18:2-phosphatidylcholine$1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine"	"C(OC(=O)CCCCCCCCCCCCCCC)C(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC[N+](C)(C)C"	"16:0-18:2-PC$1-16:0-2-18:2-phosphatidylcholine$1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine"	"(PUBCHEM ""5313191"" NIL |Tom Walk| 3370105742 NIL NIL)"
"CH4"	"CHEBI:16183"	"methane"	""	"C"	"methane"	"(CHEBI ""16183"" NIL |taltman| 3452438126 NIL NIL)$(PUBCHEM ""297"" NIL |taltman| 3448034169 NIL NIL)$(LIGAND-CPD ""C01438"" NIL |kr| 3410284649 NIL NIL)"
"HEPTADECANE-CPD"	"CHEBI:16148"	"heptadecane"	""	"CCCCCCCCCCCCCCCCC"	"heptadecane"	"(CAS ""629-78-7"")"
"ATP"	"CHEBI:15422"	"ATP"	"adenylpyrophosphate$adenosine-triphosphate$adenosine-5'-triphosphate"	"c3(n(C1(C(C(C(O1)COP(OP(=O)(O)OP(=O)(O)O)(O)=O)O)O))c2(c(c(ncn2)N)n3))"	"ATP$adenylpyrophosphate$adenosine-triphosphate$adenosine-5'-triphosphate"	"(LIGAND-CPD ""C00002"" NIL |kr| 3346617701 NIL NIL)$(CAS ""56-65-5"")"
"GTP"	"CHEBI:15996"	"GTP"	"guanylyl imidodiphosphate$guanosine 5'-triphosphate$guanosine-triphosphate"	"c2(nc1(c(=O)[nH]c(N)nc1n2C3(OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C(O)3)))"	"GTP$guanylyl imidodiphosphate$guanosine 5'-triphosphate$guanosine-triphosphate"	"(LIGAND-CPD ""C00044"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""c00044"" NIL |kawakami| 3293574949 NIL NIL)$(CAS ""86-01-1"")"
"CTP"	"CHEBI:17677"	"CTP"	"cytidine-triphosphate$cytidine-5'-triphosphate"	"C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(OC(C(O)C(O)1)n2(ccc(N)nc(=O)2))"	"CTP$cytidine-triphosphate$cytidine-5'-triphosphate"	"(LIGAND-CPD ""C00063"" NIL |kr| 3346617701 NIL NIL)$(CAS ""65-47-4"")"
"UTP"	"CHEBI:15713"	"UTP"	"uridine-triphosphate$uridine-5'-triphosphate"	"C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(OC(C(O)C(O)1)n2(ccc(=O)[nH]c(=O)2))"	"UTP$uridine-triphosphate$uridine-5'-triphosphate"	"(LIGAND-CPD ""C00075"" NIL |kr| 3346617700 NIL NIL)$(CAS ""63-39-8"")"
"DGTP"	"CHEBI:16497"	"dGTP"	"2'-deoxyguanosine-5'-triphosphate$deoxy-GTP$deoxyguanosine-triphosphate"	"c2(nc1(c(=O)[nH]c(N)nc1n2C3(CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)))"	"dGTP$2'-deoxyguanosine-5'-triphosphate$deoxy-GTP$deoxyguanosine-triphosphate"	"(LIGAND-CPD ""C00286"" NIL |kr| 3346617700 NIL NIL)$(CAS ""2564-35-4"")"
"TTP"	"CHEBI:63550"	"TTP"	"thymidine triphosphate$thymidine 5'-triphosphate$TTP"	"Cc1(cn(c(=O)[nH]c(=O)1)C2(CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2))"	"dTTP$thymidine 5'-(tetrahydrogen triphosphate)$thymidine triphosphate$thymidine 5'-triphosphate$TTP"	"(LIGAND-CPD ""C00459"" NIL |kr| 3346617699 NIL NIL)$(CAS ""365-08-2"" NIL |caspi| 3311628994 NIL NIL)"
"DCTP"	"CHEBI:16311"	"dCTP"	"2'-deoxycytidine-5'-triphosphate$deoxycytidine-triphosphate$deoxy-CTP"	"C(C2(C(CC(n1(c(nc(cc1)N)=O))O2)O))OP(OP(OP(O)(O)=O)(O)=O)(O)=O"	"dCTP$2'-deoxycytidine-5'-(tetrahydrogen triphosphate)$2'-deoxycytidine-5'-triphosphate$deoxycytidine-triphosphate$deoxy-CTP"	"(LIGAND-CPD ""C00458"" NIL |kr| 3346617700 NIL NIL)$(CAS ""2056-98-6"")"
"DATP"	"CHEBI:16284"	"dATP"	"2'-deoxyadenosine triphosphate$deoxy-ATP$deoxyadenosine-triphosphate$2'-deoxyadenosine-5'-triphosphate"	"c3(n(C1(CC(C(O1)COP(OP(OP(=O)(O)O)(O)=O)(O)=O)O))c2(c(c(ncn2)N)n3))"	"dATP$2'-deoxyadenosine triphosphate$deoxy-ATP$deoxyadenosine-triphosphate$2'-deoxyadenosine-5'-triphosphate"	"(LIGAND-CPD ""C00131"" NIL |kr| 3346617700 NIL NIL)$(CAS ""1927-31-7"")"
"DUTP"	"CHEBI:17625"	"dUTP"	"deoxy-UTP$2'-deoxyuridine-5'-triphosphate$deoxyuridine-triphosphate"	"C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(OC(CC(O)1)n2(ccc(=O)[nH]c(=O)2))"	"dUTP$deoxy-UTP$2'-deoxyuridine-5'-triphosphate$deoxyuridine-triphosphate"	"(LIGAND-CPD ""C00460"" NIL |kr| 3346617700 NIL NIL)$(CAS ""1173-82-6"")"
"CMP"	"CHEBI:64656"	"cytidine residue"	"5'-cytidylic acid$cytidine-5'-monophosphate$cytidylate$cytidylic acid$C$cytidine-P$cytidine-monophosphate$cytidine-phosphate$cytidine-5'-phosphate"	"C(C2(C(C(C(n1(c(nc(cc1)N)=O))O2)O)O))OP(O)(O)=O"	"CMP$5'-cytidylic acid$cytidine-5'-monophosphate$cytidylate$cytidylic acid$C$cytidine-P$cytidine-monophosphate$cytidine-phosphate$cytidine-5'-phosphate"	"(CAS ""84-52-6"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00055"" NIL |kr| 3346617699 NIL NIL)$(CAS ""63-37-6"")$(PUBCHEM ""6131"" NIL |hopkinso| 3317062869 NIL NIL)"
"AMP"	"CHEBI:15339"	"acceptor"	"A$adenosine-5'-phosphate$adenosine-phosphate$5'-AMP$adenosine-monophosphate$adenylic acid$AMP$adenosine 5'-monophosphate$adenylate$5'-adenylic acid$5'-adenosine monophosphate$adenosine 5'-phosphate"	"c3(n(C1(C(C(C(O1)COP(O)(O)=O)O)O))c2(c(c(ncn2)N)n3))"	"AMP$A$adenosine-5'-phosphate$adenosine-phosphate$5'-AMP$adenosine-monophosphate$adenylic acid$AMP$adenosine 5'-monophosphate$adenylate$5'-adenylic acid$5'-adenosine monophosphate$adenosine 5'-phosphate"	"(LIGAND-CPD ""C00020"" NIL |kr| 3346617700 NIL NIL)$(CAS ""61-19-8"")$(NCI ""20264"")"
"UMP"	"CHEBI:30000"	"L-selenocysteine residue"	"uridylate$5'-UMP$U$uridine-5'-monophosphate$5'-uridylic acid (8CI)(9CI)$uridine-monophosphate$uridine-5'-phosphate$uridine-phosphate"	"C(OP(=O)(O)O)C1(OC(C(O)C(O)1)n2(ccc(=O)[nH]c(=O)2))"	"UMP$uridylate$5'-UMP$U$uridine-5'-monophosphate$5'-uridylic acid (8CI)(9CI)$uridine-monophosphate$uridine-5'-phosphate$uridine-phosphate"	"(LIGAND-CPD ""C00105"" NIL |kr| 3346617701 NIL NIL)$(CAS ""58-97-9"")"
"GMP"	"CHEBI:17345"	"GMP"	"guanylate$G$guanylic acid$guanosine-phosphate$guanosine-5'-phosphate$guanosine-monophosphate$guanosine monophosphate$guanosine-5'-monophosphate"	"c2(nc1(c(=O)[nH]c(N)nc1n2C3(OC(COP(O)(=O)O)C(O)C(O)3)))"	"GMP$guanylate$G$guanylic acid$guanosine-phosphate$guanosine-5'-phosphate$guanosine-monophosphate$guanosine monophosphate$guanosine-5'-monophosphate"	"(LIGAND-CPD ""C00144"" NIL |kr| 3346617701 NIL NIL)$(CAS ""85-32-5"")"
"IMP"	"CHEBI:17202"	"IMP"	"5'-IMP$ribosylhypoxanthine monophosphate$IMP$inosinate$inosine monophosphate$inosine 5'-monophosphate$inosine 5'-phosphate$5'-inosinate$5'-inosinic acid$5'-inosine monophosphate"	"c3(nc1(c(ncn1C2(OC(COP(=O)(O)O)C(O)C(O)2))c(=O)[nH]3))"	"inosine-5'-phosphate$5'-IMP$ribosylhypoxanthine monophosphate$IMP$inosinate$inosine monophosphate$inosine 5'-monophosphate$inosine 5'-phosphate$5'-inosinate$5'-inosinic acid$5'-inosine monophosphate"	"(CAS ""131-99-7"")$(LIGAND-CPD ""C00130"" NIL |sreddy| 3298327139 NIL NIL)"
"TMP"	"CHEBI:63549"	"TMP"	"T$thymidylic acid$thymidine monophosphate$deoxythymidylate$TMP$thymidine-5'-monophosphate$thymidine-phosphate$thymidine-5'-phosphate$Deoxythymidine 5'-phosphate$5'-Thymidylic acid$Deoxythymidylic acid$Thymidylate"	"Cc1(cn(c(=O)[nH]c(=O)1)C2(CC(O)C(COP(=O)(O)O)O2))"	"dTMP$T$thymidylic acid$thymidine monophosphate$deoxythymidylate$TMP$thymidine-5'-monophosphate$thymidine-phosphate$thymidine-5'-phosphate$Deoxythymidine 5'-phosphate$5'-Thymidylic acid$Deoxythymidylic acid$Thymidylate"	"(LIGAND-CPD ""C00364"" NIL |kr| 3346617701 NIL NIL)$(CAS ""365-07-1"")"
"DUMP"	"CHEBI:30000"	"L-selenocysteine residue"	"U$deoxyurdine-phosphate$2'-deoxyuridine-5-monophosphate$deoxyuridine-phosphate$2'-deoxyuridine-5'-phosphate$2'-deoxyuridylic acid$2'-deoxy-5'-uridylic acid"	"C(OP(=O)(O)O)C1(OC(CC(O)1)n2(ccc(=O)[nH]c(=O)2))"	"dUMP$U$deoxyurdine-phosphate$2'-deoxyuridine-5-monophosphate$deoxyuridine-phosphate$2'-deoxyuridine-5'-phosphate$2'-deoxyuridylic acid$2'-deoxy-5'-uridylic acid"	"(LIGAND-CPD ""C00365"" NIL |kr| 3346617699 NIL NIL)$(CAS ""964-26-1"")"
"DGMP"	"CHEBI:16192"	"dGMP"	"G$2'-dG-5'-MP$2'-deoxyguanosine 5'-monophosphate$guanine riboside$vernine$2'-deoxyguanosine-5'-phosphate$deoxyguanosine-phosphate"	"c2(nc1(c(=O)[nH]c(N)nc1n2C3(CC(O)C(COP(=O)(O)O)O3)))"	"dGMP$G$2'-dG-5'-MP$2'-deoxyguanosine 5'-monophosphate$guanine riboside$vernine$2'-deoxyguanosine-5'-phosphate$deoxyguanosine-phosphate"	"(LIGAND-CPD ""C00362"" NIL |kr| 3346617699 NIL NIL)$(CAS ""902-04-5"")"
"NICOTINAMIDE_NUCLEOTIDE"	"CHEBI:50383"	"nicotinamide mononucleotide"	"beta-nicotinamide D-ribonucleotide$nicotinamide ribonucleotide$nicotinamide nucleotide$NMN$nicotinamide D-ribonucleotide"	"c1(ccc(c[n+]1[CH]2([CH]([CH]([CH](COP(=O)(O)O)O2)O)O))C(=O)N)"	"nicotinamide mononucleotide$Pyridinium, 3-(aminocarbonyl)-1-(5-O-phosphono-beta-D-ribofuranosyl-, hydroxide$beta-nicotinamide D-ribonucleotide$nicotinamide ribonucleotide$nicotinamide nucleotide$NMN$nicotinamide D-ribonucleotide"	"(LIGAND-CPD ""C00455"" NIL |kr| 3346617700 NIL NIL)$(CAS ""1094-61-7"")"
"UDP"	"CHEBI:17659"	"UDP"	"uridine-diphosphate$uridine-5'-diphosphate"	"C(OP(=O)(O)OP(=O)(O)O)C1(OC(C(O)C(O)1)n2(ccc(=O)[nH]c(=O)2))"	"UDP$uridine-diphosphate$uridine-5'-diphosphate"	"(LIGAND-CPD ""C00015"" NIL |kr| 3346617699 NIL NIL)$(CAS ""58-98-0"")"
"CDP"	"CHEBI:17239"	"CDP"	"cytidine-diphosphate$cytidine-5'-diphosphate"	"C(C2(C(C(C(n1(c(nc(cc1)N)=O))O2)O)O))OP(OP(O)(O)=O)(O)=O"	"CDP$cytidine-diphosphate$cytidine-5'-diphosphate"	"(LIGAND-CPD ""C00112"" NIL |kr| 3346617701 NIL NIL)$(CAS ""63-38-7"")"
"GDP"	"CHEBI:17552"	"GDP"	"ppG$guanosine-5'-diphosphate$guanosine-diphosphate"	"c2(nc1(c(=O)[nH]c(N)nc1n2C3(OC(COP(=O)(O)OP(=O)(O)O)C(O)C(O)3)))"	"GDP$ppG$guanosine-5'-diphosphate$guanosine-diphosphate"	"(LIGAND-CPD ""C00035"" NIL |kr| 3346617700 NIL NIL)$(CAS ""146-91-8"")"
"ADP"	"CHEBI:16761"	"ADP"	"adenosine pyrophosphate$adenosine 5'-pyrophosphate$adenosine-5'-diphosphate$adenosine-diphosphate$adenosine-5-diphosphate"	"c3(n(C1(C(C(C(O1)COP(OP(=O)(O)O)(O)=O)O)O))c2(c(c(ncn2)N)n3))"	"ADP$adenosine pyrophosphate$adenosine 5'-pyrophosphate$adenosine-5'-diphosphate$adenosine-diphosphate$adenosine-5-diphosphate"	"(CAS ""20398-34-9"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00008"" NIL |kr| 3346617701 NIL NIL)$(CAS ""58-64-0"")"
"CPD-8538"	"CHEBI:17554"	"tRNA uridine"	""	"c1(nc2(c(c(n1)N)ncn2C3(C(C(C(O3)COP(OC4(C(C(OC4COP(OC5(C(OC(C5O)n6(c(nc(cc6)N)=O))COP(=O)(O)O[R1]))(=O)O)n7(c(nc(cc7)N)=O))O))(=O)O)OP(OCC8(C(C(C(O8)n9(ccc(nc(=O)9)=O))O)OP(O)(O)=O))(O)=O)O)))"	"tRNA uridine"	"(LIGAND-CPD ""C00868"" NIL |qwan| 3371234493 NIL NIL)"
"CAMP"	"CHEBI:17489"	"3',5'-cyclic AMP"	"cyclic 3',5'-AMP$3',5'-cyclic AMP$adenosine cyclic-3',5'-monophosphate$adenosine cyclic-monophosphate$adenosine-cyclic-phosphoric-acid$cAMP$adenosine-cyclic-phosphate$adenosine-3',5'-monophosphate"	"c1(nc(N)c2(ncn(c(n1)2)C3(OC4(COP(=O)(O)OC(C(O)3)4))))"	"cyclic-AMP$cyclic 3',5'-AMP$3',5'-cyclic AMP$adenosine cyclic-3',5'-monophosphate$adenosine cyclic-monophosphate$adenosine-cyclic-phosphoric-acid$cAMP$adenosine-cyclic-phosphate$adenosine-3',5'-monophosphate"	"(LIGAND-CPD ""C00575"" NIL |kr| 3346617701 NIL NIL)$(CAS ""60-92-4"")"
"DGDP"	"CHEBI:28862"	"dGDP"	"2'-deoxyguanosine-5'-diphosphate$deoxyguanosine-diphosphate"	"c2(nc1(c(=O)[nH]c(N)nc1n2C3(CC(O)C(COP(=O)(O)OP(=O)(O)O)O3)))"	"dGDP$2'-deoxyguanosine-5'-diphosphate$deoxyguanosine-diphosphate"	"(LIGAND-CPD ""C00361"" NIL |kr| 3346617700 NIL NIL)$(CAS ""102783-74-4"")"
"TDP"	"CHEBI:18075"	"dTDP"	"TDP$thymidine 5'-(trihydrogen diphosphate) (9CI)$deoxy-TDP$thymidine-5'-diphosphate$thymidine-diphosphate"	"Cc1(cn(c(=O)[nH]c(=O)1)C2(CC(O)C(COP(=O)(O)OP(=O)(O)O)O2))"	"dTDP$TDP$thymidine 5'-(trihydrogen diphosphate) (9CI)$deoxy-TDP$thymidine-5'-diphosphate$thymidine-diphosphate"	"(LIGAND-CPD ""C00363"" NIL |kr| 3346617698 NIL NIL)$(CAS ""491-97-4"")"
"DCDP"	"CHEBI:28846"	"dCDP"	"2'-deoxycytidine diphosphate$2'-deoxycytidine-5'-diphosphate$deoxycytidine-diphosphate"	"C(C2(C(CC(n1(c(nc(cc1)N)=O))O2)O))OP(OP(=O)(O)O)(O)=O"	"dCDP$2'-deoxycytidine diphosphate$2'-deoxycytidine-5'-diphosphate$deoxycytidine-diphosphate"	"(LIGAND-CPD ""C00705"" NIL |kr| 3346617700 NIL NIL)$(CAS ""800-73-7"")"
"DUDP"	"CHEBI:28850"	"dUDP"	"2'-deoxyuridine-5'-diphosphate$deoxyuridine-diphosphate"	"C(OP(=O)(O)OP(=O)(O)O)C1(OC(CC(O)1)n2(ccc(=O)[nH]c(=O)2))"	"dUDP$2'-deoxyuridine-5'-diphosphate$deoxyuridine-diphosphate"	"(LIGAND-CPD ""C01346"" NIL |kr| 3346617700 NIL NIL)"
"DADP"	"CHEBI:16174"	"dADP"	"deoxyadenosine-diphosphate$2'-deoxyadenosine-5'-diphosphate"	"c3(n(C1(CC(C(O1)COP(OP(O)(O)=O)(O)=O)O))c2(c(c(ncn2)N)n3))"	"dADP$2'-deoxyadenosine 5'-(trihydrogen diphosphate)$deoxyadenosine-diphosphate$2'-deoxyadenosine-5'-diphosphate"	"(LIGAND-CPD ""C00206"" NIL |kr| 3346617700 NIL NIL)$(CAS ""2793-06-8"")"
"PHOSPHORIBOSYL-AMP"	"CHEBI:18374"	"1-(5-phosphoribosyl)-5'-AMP"	"1-(5-Phosphoribosyl)-AMP$N1-(5-phospho-D-ribosyl)-AMP$5-phosphoribosyl-AMP$N-(5-phospho-D-ribosyl)-AMP$N-(5'-phospho-D-ribosyl)-AMP"	"c4(n(C1(C(C(C(O1)COP(O)(O)=O)O)O))c2(c(c(n(cn2)C3(OC(C(C3O)O)COP(O)(O)=O))=N)n4))"	"phosphoribosyl-AMP$1-(5-Phosphoribosyl)-AMP$N1-(5-phospho-D-ribosyl)-AMP$5-phosphoribosyl-AMP$N-(5-phospho-D-ribosyl)-AMP$N-(5'-phospho-D-ribosyl)-AMP"	"(LIGAND-CPD ""C02741"" NIL |kr| 3346617699 NIL NIL)"
"ADENYLOSUCC"	"CHEBI:15919"	"N6-(1,2-dicarboxyethyl)-AMP"	"N6-(1,2-dicarboxyethyl)-AMP$adenylo-succ"	"c1(nc(N[CH](CC(=O)O)C(=O)O)c2(ncn(c(n1)2)C3(OC(COP(=O)(O)O)C(O)C(O)3)))"	"adenylo-succinate$N6-(1,2-dicarboxyethyl)-AMP$adenylo-succ"	"(LIGAND-CPD ""C03794"" NIL |kr| 3346617699 NIL NIL)$(CAS ""19240-42-7"")"
"GUANOSINE-5DP-3DP"	"CHEBI:17633"	"guanosine 3',5'-bis(diphosphate)"	"guanosine tetraphosphate$ppGpp$guanosine 3',5'-bispyrophosphate$guanosine 3',5'-bis(diphosphate)$Guanosine 3'-diphosphate 5'-diphosphate"	"c2(nc1(c(=O)[nH]c(N)nc1n2C3(OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(O)3)))"	"guanosine 5'-diphosphate,3'-diphosphate$guanosine tetraphosphate$ppGpp$guanosine 3',5'-bispyrophosphate$guanosine 3',5'-bis(diphosphate)$Guanosine 3'-diphosphate 5'-diphosphate"	"(LIGAND-CPD ""C01228"" NIL |kr| 3346617701 NIL NIL)"
"DEOXYADENOSINE"	"CHEBI:17256"	"2'-deoxyadenosine"	"2'-deoxyadenosine"	"c2(n([CH]1([CH2][CH](O)[CH](O1)CO))c3(ncnc(c(n2)3)N))"	"deoxyadenosine$2'-deoxyadenosine"	"(LIGAND-CPD ""C00559"" NIL |kaipa| 3311532639 NIL NIL)$(CAS ""958-09-8"" NIL |keseler| 3341250429 NIL NIL)"
"PHOSPHORIBOSYL-ATP"	"CHEBI:18263"	"1-(5-phospho-D-ribosyl)-ATP"	"1-(5-Phosphoribosyl)-ATP$N1-(5-phospho-D-ribosyl)-ATP$5-phosphoribosyl-ATP$1-(5-phospho-D-ribosyl)-ATP"	"c4(n(C1(C(C(C(O1)COP(OP(=O)(O)OP(=O)(O)O)(O)=O)O)O))c2(c(c(n(cn2)C3(OC(C(C3O)O)COP(O)(O)=O))=N)n4))"	"phosphoribosyl-ATP$1-(5-Phosphoribosyl)-ATP$N1-(5-phospho-D-ribosyl)-ATP$5-phosphoribosyl-ATP$1-(5-phospho-D-ribosyl)-ATP"	"(LIGAND-CPD ""C02739"" NIL |kr| 3346617701 NIL NIL)"
"DEOXYINOSINE"	"CHEBI:23631"	"deoxyinosine"	"2-deoxyinosine"	"c2([nH]c(=O)c3(ncn([CH]1(O[CH](CO)[CH](O)[CH2]1))c(n2)3))"	"deoxyinosine$2-deoxyinosine"	"(CAS ""890-38-0"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C05512"" NIL |kr| 3346617699 NIL NIL)"
"CH33ADO"	"CHEBI:17319"	"5'-deoxyadenosine"	"5'-deoxyadenosine$CH3Ado"	"CC3(O[CH](n2(cnc1(c(N)ncnc12)))[CH](O)[CH](O)3)"	"5'-deoxyadenosine$5'-deoxyadenosine$CH3Ado"	"(LIGAND-CPD ""C05198"" NIL |kr| 3346617700 NIL NIL)"
"GDP-TP"	"CHEBI:16690"	"guanosine 3'-diphosphate 5'-triphosphate"	"guanosine pentaphosphate$pppGpp$guanosine 5'-triphosphate,3'-diphosphate"	"c2(nc1(c(=O)[nH]c(N)nc1n2C3(OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)OP(=O)(O)O)C(O)3)))"	"guanosine 3'-diphosphate 5'-triphosphate$guanosine pentaphosphate$pppGpp$guanosine 5'-triphosphate,3'-diphosphate"	"(LIGAND-CPD ""C04494"" NIL |kr| 3346617698 NIL NIL)"
"OROTATE"	"CHEBI:30865"	"dihydroorotic acid"	"orotic acid"	"C(O)(=O)c1(cc(=O)[nH]c([nH]1)=O)"	"orotate$Orotic acid$orotic acid"	"(LIGAND-CPD ""C00295"" NIL |kr| 3346617701 NIL NIL)$(CAS ""65-86-1"")"
"CDP-ETHANOLAMINE"	"CHEBI:16732"	"CDP-ethanolamine"	"cytidine diphosphate ethanolamine"	"C(C2(C(C(C(n1(c(nc(cc1)N)=O))O2)O)O))OP(OP(OCCN)(O)=O)(O)=O"	"CDP-ethanolamine$cytidine diphosphate ethanolamine"	"(LIGAND-CPD ""C00570"" NIL |kr| 3346617700 NIL NIL)$(CAS ""3036-18-8"")"
"CDP-CHOLINE"	"CHEBI:16436"	"CDP-choline"	"citicoline$citicholine$cidifos$cyticholine$cytidine 5'-diphosphocholine$cytidine diphosphate choline"	"C(OP(O)(=O)OP(OCC[N+](C)(C)C)(O)=O)C1(OC(C(O)C(O)1)n2(ccc(nc2=O)N))"	"CDP-choline$citicoline$citicholine$cidifos$cyticholine$cytidine 5'-diphosphocholine$cytidine diphosphate choline"	"(CAS ""987-78-0"")"
